firstname,gender,frequency,cumulative_frequency,rank,source
ILEEN,female,0.001,89.114,3432,US Census 1990
GEORGEANN,female,0.001,89.115,3433,US Census 1990
GENNA,female,0.001,89.117,3434,US Census 1990
GENESIS,female,0.001,89.118,3435,US Census 1990
FRIDA,female,0.001,89.119,3436,US Census 1990
EWA,female,0.001,89.12,3437,US Census 1990
EUFEMIA,female,0.001,89.122,3438,US Census 1990
EMELY,female,0.001,89.123,3439,US Census 1990
ELA,female,0.001,89.124,3440,US Census 1990
EDYTH,female,0.001,89.126,3441,US Census 1990
DEONNA,female,0.001,89.127,3442,US Census 1990
DEADRA,female,0.001,89.128,3443,US Census 1990
DARLENA,female,0.001,89.129,3444,US Census 1990
CHANELL,female,0.001,89.131,3445,US Census 1990
CHAN,female,0.001,89.132,3446,US Census 1990
CATHERN,female,0.001,89.133,3447,US Census 1990
CASSONDRA,female,0.001,89.134,3448,US Census 1990
CASSAUNDRA,female,0.001,89.136,3449,US Census 1990
BERNARDA,female,0.001,89.137,3450,US Census 1990
BERNA,female,0.001,89.138,3451,US Census 1990
ARLINDA,female,0.001,89.139,3452,US Census 1990
ANAMARIA,female,0.001,89.141,3453,US Census 1990
ALBERT,female,0.001,89.142,3454,US Census 1990
WESLEY,female,0.001,89.143,3455,US Census 1990
VERTIE,female,0.001,89.144,3456,US Census 1990
VALERI,female,0.001,89.146,3457,US Census 1990
TORRI,female,0.001,89.147,3458,US Census 1990
TATYANA,female,0.001,89.148,3459,US Census 1990
STASIA,female,0.001,89.149,3460,US Census 1990
SHERISE,female,0.001,89.15,3461,US Census 1990
SHERILL,female,0.001,89.152,3462,US Census 1990
SEASON,female,0.001,89.153,3463,US Census 1990
SCOTTIE,female,0.001,89.154,3464,US Census 1990
SANDA,female,0.001,89.155,3465,US Census 1990
RUTHE,female,0.001,89.157,3466,US Census 1990
ROSY,female,0.001,89.158,3467,US Census 1990
ROBERTO,female,0.001,89.159,3468,US Census 1990
ROBBI,female,0.001,89.16,3469,US Census 1990
RANEE,female,0.001,89.161,3470,US Census 1990
QUYEN,female,0.001,89.163,3471,US Census 1990
PEARLY,female,0.001,89.164,3472,US Census 1990
PALMIRA,female,0.001,89.165,3473,US Census 1990
ONITA,female,0.001,89.166,3474,US Census 1990
NISHA,female,0.001,89.168,3475,US Census 1990
NIESHA,female,0.001,89.169,3476,US Census 1990
NIDA,female,0.001,89.17,3477,US Census 1990
NEVADA,female,0.001,89.171,3478,US Census 1990
NAM,female,0.001,89.172,3479,US Census 1990
MERLYN,female,0.001,89.174,3480,US Census 1990
MAYOLA,female,0.001,89.175,3481,US Census 1990
MARYLOUISE,female,0.001,89.176,3482,US Census 1990
MARYLAND,female,0.001,89.177,3483,US Census 1990
MARX,female,0.001,89.179,3484,US Census 1990
MARTH,female,0.001,89.18,3485,US Census 1990
MARGENE,female,0.001,89.181,3486,US Census 1990
MADELAINE,female,0.001,89.182,3487,US Census 1990
LONDA,female,0.001,89.183,3488,US Census 1990
LEONTINE,female,0.001,89.185,3489,US Census 1990
LEOMA,female,0.001,89.186,3490,US Census 1990
LEIA,female,0.001,89.187,3491,US Census 1990
LAWRENCE,female,0.001,89.188,3492,US Census 1990
LAURALEE,female,0.001,89.19,3493,US Census 1990
LANORA,female,0.001,89.191,3494,US Census 1990
LAKITA,female,0.001,89.192,3495,US Census 1990
KIYOKO,female,0.001,89.193,3496,US Census 1990
KETURAH,female,0.001,89.195,3497,US Census 1990
KATELIN,female,0.001,89.196,3498,US Census 1990
KAREEN,female,0.001,89.197,3499,US Census 1990
JONIE,female,0.001,89.198,3500,US Census 1990
JOHNETTE,female,0.001,89.199,3501,US Census 1990
JENEE,female,0.001,89.201,3502,US Census 1990
JEANETT,female,0.001,89.202,3503,US Census 1990
IZETTA,female,0.001,89.203,3504,US Census 1990
HIEDI,female,0.001,89.204,3505,US Census 1990
HEIKE,female,0.001,89.206,3506,US Census 1990
HASSIE,female,0.001,89.207,3507,US Census 1990
HAROLD,female,0.001,89.208,3508,US Census 1990
GIUSEPPINA,female,0.001,89.209,3509,US Census 1990
GEORGANN,female,0.001,89.21,3510,US Census 1990
FIDELA,female,0.001,89.212,3511,US Census 1990
FERNANDE,female,0.001,89.213,3512,US Census 1990
ELWANDA,female,0.001,89.214,3513,US Census 1990
ELLAMAE,female,0.001,89.215,3514,US Census 1990
ELIZ,female,0.001,89.217,3515,US Census 1990
DUSTI,female,0.001,89.218,3516,US Census 1990
DOTTY,female,0.001,89.219,3517,US Census 1990
CYNDY,female,0.001,89.22,3518,US Census 1990
CORALIE,female,0.001,89.221,3519,US Census 1990
CELESTA,female,0.001,89.223,3520,US Census 1990
ARGENTINA,female,0.001,89.224,3521,US Census 1990
ALVERTA,female,0.001,89.225,3522,US Census 1990
XENIA,female,0.001,89.226,3523,US Census 1990
WAVA,female,0.001,89.228,3524,US Census 1990
VANETTA,female,0.001,89.229,3525,US Census 1990
TORRIE,female,0.001,89.23,3526,US Census 1990
TASHINA,female,0.001,89.231,3527,US Census 1990
TANDY,female,0.001,89.232,3528,US Census 1990
TAMBRA,female,0.001,89.233,3529,US Census 1990
TAMA,female,0.001,89.235,3530,US Census 1990
STEPANIE,female,0.001,89.236,3531,US Census 1990
SHILA,female,0.001,89.237,3532,US Census 1990
SHAUNTA,female,0.001,89.238,3533,US Census 1990
SHARAN,female,0.001,89.239,3534,US Census 1990
SHANIQUA,female,0.001,89.241,3535,US Census 1990
SHAE,female,0.001,89.242,3536,US Census 1990
SETSUKO,female,0.001,89.243,3537,US Census 1990
SERAFINA,female,0.001,89.244,3538,US Census 1990
SANDEE,female,0.001,89.245,3539,US Census 1990
ROSAMARIA,female,0.001,89.247,3540,US Census 1990
PRISCILA,female,0.001,89.248,3541,US Census 1990
OLINDA,female,0.001,89.249,3542,US Census 1990
NADENE,female,0.001,89.25,3543,US Census 1990
MUOI,female,0.001,89.251,3544,US Census 1990
MICHELINA,female,0.001,89.253,3545,US Census 1990
MERCEDEZ,female,0.001,89.254,3546,US Census 1990
MARYROSE,female,0.001,89.255,3547,US Census 1990
MARIN,female,0.001,89.256,3548,US Census 1990
MARCENE,female,0.001,89.257,3549,US Census 1990
MAO,female,0.001,89.259,3550,US Census 1990
MAGALI,female,0.001,89.26,3551,US Census 1990
MAFALDA,female,0.001,89.261,3552,US Census 1990
LOGAN,female,0.001,89.262,3553,US Census 1990
LINN,female,0.001,89.263,3554,US Census 1990
LANNIE,female,0.001,89.265,3555,US Census 1990
KAYCE,female,0.001,89.266,3556,US Census 1990
KAROLINE,female,0.001,89.267,3557,US Census 1990
KAMILAH,female,0.001,89.268,3558,US Census 1990
KAMALA,female,0.001,89.269,3559,US Census 1990
JUSTA,female,0.001,89.27,3560,US Census 1990
JOLINE,female,0.001,89.272,3561,US Census 1990
JENNINE,female,0.001,89.273,3562,US Census 1990
JACQUETTA,female,0.001,89.274,3563,US Census 1990
IRAIDA,female,0.001,89.275,3564,US Census 1990
GERALD,female,0.001,89.276,3565,US Census 1990
GEORGEANNA,female,0.001,89.278,3566,US Census 1990
FRANCHESCA,female,0.001,89.279,3567,US Census 1990
FAIRY,female,0.001,89.28,3568,US Census 1990
EMELINE,female,0.001,89.281,3569,US Census 1990
ELANE,female,0.001,89.282,3570,US Census 1990
EHTEL,female,0.001,89.284,3571,US Census 1990
EARLIE,female,0.001,89.285,3572,US Census 1990
DULCIE,female,0.001,89.286,3573,US Census 1990
DALENE,female,0.001,89.287,3574,US Census 1990
CRIS,female,0.001,89.288,3575,US Census 1990
CLASSIE,female,0.001,89.29,3576,US Census 1990
CHERE,female,0.001,89.291,3577,US Census 1990
CHARIS,female,0.001,89.292,3578,US Census 1990
CAROYLN,female,0.001,89.293,3579,US Census 1990
CARMINA,female,0.001,89.294,3580,US Census 1990
CARITA,female,0.001,89.296,3581,US Census 1990
BRIAN,female,0.001,89.297,3582,US Census 1990
BETHANIE,female,0.001,89.298,3583,US Census 1990
AYAKO,female,0.001,89.299,3584,US Census 1990
ARICA,female,0.001,89.3,3585,US Census 1990
AN,female,0.001,89.301,3586,US Census 1990
ALYSA,female,0.001,89.303,3587,US Census 1990
ALESSANDRA,female,0.001,89.304,3588,US Census 1990
AKILAH,female,0.001,89.305,3589,US Census 1990
ADRIEN,female,0.001,89.306,3590,US Census 1990
ZETTA,female,0.001,89.307,3591,US Census 1990
YOULANDA,female,0.001,89.309,3592,US Census 1990
YELENA,female,0.001,89.31,3593,US Census 1990
YAHAIRA,female,0.001,89.311,3594,US Census 1990
XUAN,female,0.001,89.312,3595,US Census 1990
WENDOLYN,female,0.001,89.313,3596,US Census 1990
VICTOR,female,0.001,89.314,3597,US Census 1990
TIJUANA,female,0.001,89.316,3598,US Census 1990
TERRELL,female,0.001,89.317,3599,US Census 1990
TERINA,female,0.001,89.318,3600,US Census 1990
TERESIA,female,0.001,89.319,3601,US Census 1990
SUZI,female,0.001,89.32,3602,US Census 1990
SUNDAY,female,0.001,89.321,3603,US Census 1990
SHERELL,female,0.001,89.323,3604,US Census 1990
SHAVONDA,female,0.001,89.324,3605,US Census 1990
SHAUNTE,female,0.001,89.325,3606,US Census 1990
SHARDA,female,0.001,89.326,3607,US Census 1990
SHAKITA,female,0.001,89.327,3608,US Census 1990
SENA,female,0.001,89.328,3609,US Census 1990
RYANN,female,0.001,89.33,3610,US Census 1990
RUBI,female,0.001,89.331,3611,US Census 1990
RIVA,female,0.001,89.332,3612,US Census 1990
REGINIA,female,0.001,89.333,3613,US Census 1990
REA,female,0.001,89.334,3614,US Census 1990
RACHAL,female,0.001,89.335,3615,US Census 1990
PARTHENIA,female,0.001,89.336,3616,US Census 1990
PAMULA,female,0.001,89.338,3617,US Census 1990
MONNIE,female,0.001,89.339,3618,US Census 1990
MONET,female,0.001,89.34,3619,US Census 1990
MICHAELE,female,0.001,89.341,3620,US Census 1990
MELIA,female,0.001,89.342,3621,US Census 1990
MARINE,female,0.001,89.343,3622,US Census 1990
MALKA,female,0.001,89.345,3623,US Census 1990
MAISHA,female,0.001,89.346,3624,US Census 1990
LISANDRA,female,0.001,89.347,3625,US Census 1990
LEO,female,0.001,89.348,3626,US Census 1990
LEKISHA,female,0.001,89.349,3627,US Census 1990
LEAN,female,0.001,89.35,3628,US Census 1990
LAURENCE,female,0.001,89.352,3629,US Census 1990
LAKENDRA,female,0.001,89.353,3630,US Census 1990
KRYSTIN,female,0.001,89.354,3631,US Census 1990
KORTNEY,female,0.001,89.355,3632,US Census 1990
KIZZIE,female,0.001,89.356,3633,US Census 1990
KITTIE,female,0.001,89.357,3634,US Census 1990
KERA,female,0.001,89.359,3635,US Census 1990
KENDAL,female,0.001,89.36,3636,US Census 1990
KEMBERLY,female,0.001,89.361,3637,US Census 1990
KANISHA,female,0.001,89.362,3638,US Census 1990
JULENE,female,0.001,89.363,3639,US Census 1990
JULE,female,0.001,89.364,3640,US Census 1990
JOSHUA,female,0.001,89.366,3641,US Census 1990
JOHANNE,female,0.001,89.367,3642,US Census 1990
JEFFREY,female,0.001,89.368,3643,US Census 1990
JAMEE,female,0.001,89.369,3644,US Census 1990
HAN,female,0.001,89.37,3645,US Census 1990
HALLEY,female,0.001,89.371,3646,US Census 1990
GIDGET,female,0.001,89.373,3647,US Census 1990
GALINA,female,0.001,89.374,3648,US Census 1990
FREDRICKA,female,0.001,89.375,3649,US Census 1990
FLETA,female,0.001,89.376,3650,US Census 1990
FATIMAH,female,0.001,89.377,3651,US Census 1990
EUSEBIA,female,0.001,89.378,3652,US Census 1990
ELZA,female,0.001,89.379,3653,US Census 1990
ELEONORE,female,0.001,89.381,3654,US Census 1990
DORTHEY,female,0.001,89.382,3655,US Census 1990
DORIA,female,0.001,89.383,3656,US Census 1990
DONELLA,female,0.001,89.384,3657,US Census 1990
DINORAH,female,0.001,89.385,3658,US Census 1990
DELORSE,female,0.001,89.386,3659,US Census 1990
CLARETHA,female,0.001,89.388,3660,US Census 1990
CHRISTINIA,female,0.001,89.389,3661,US Census 1990
CHARLYN,female,0.001,89.39,3662,US Census 1990
BONG,female,0.001,89.391,3663,US Census 1990
BELKIS,female,0.001,89.392,3664,US Census 1990
AZZIE,female,0.001,89.393,3665,US Census 1990
ANDERA,female,0.001,89.395,3666,US Census 1990
AIKO,female,0.001,89.396,3667,US Census 1990
ADENA,female,0.001,89.397,3668,US Census 1990
YER,female,0.001,89.398,3669,US Census 1990
YAJAIRA,female,0.001,89.399,3670,US Census 1990
WAN,female,0.001,89.4,3671,US Census 1990
VANIA,female,0.001,89.401,3672,US Census 1990
ULRIKE,female,0.001,89.403,3673,US Census 1990
TOSHIA,female,0.001,89.404,3674,US Census 1990
TIFANY,female,0.001,89.405,3675,US Census 1990
STEFANY,female,0.001,89.406,3676,US Census 1990
SHIZUE,female,0.001,89.407,3677,US Census 1990
SHENIKA,female,0.001,89.408,3678,US Census 1990
SHAWANNA,female,0.001,89.409,3679,US Census 1990
SHAROLYN,female,0.001,89.41,3680,US Census 1990
SHARILYN,female,0.001,89.412,3681,US Census 1990
SHAQUANA,female,0.001,89.413,3682,US Census 1990
SHANTAY,female,0.001,89.414,3683,US Census 1990
SEE,female,0.001,89.415,3684,US Census 1990
ROZANNE,female,0.001,89.416,3685,US Census 1990
ROSELEE,female,0.001,89.417,3686,US Census 1990
RICKIE,female,0.001,89.418,3687,US Census 1990
REMONA,female,0.001,89.42,3688,US Census 1990
REANNA,female,0.001,89.421,3689,US Census 1990
RAELENE,female,0.001,89.422,3690,US Census 1990
QUINN,female,0.001,89.423,3691,US Census 1990
PHUNG,female,0.001,89.424,3692,US Census 1990
PETRONILA,female,0.001,89.425,3693,US Census 1990
NATACHA,female,0.001,89.426,3694,US Census 1990
NANCEY,female,0.001,89.427,3695,US Census 1990
MYRL,female,0.001,89.429,3696,US Census 1990
MIYOKO,female,0.001,89.43,3697,US Census 1990
MIESHA,female,0.001,89.431,3698,US Census 1990
MERIDETH,female,0.001,89.432,3699,US Census 1990
MARVELLA,female,0.001,89.433,3700,US Census 1990
MARQUITTA,female,0.001,89.434,3701,US Census 1990
MARHTA,female,0.001,89.435,3702,US Census 1990
MARCHELLE,female,0.001,89.436,3703,US Census 1990
LIZETH,female,0.001,89.438,3704,US Census 1990
LIBBIE,female,0.001,89.439,3705,US Census 1990
LAHOMA,female,0.001,89.44,3706,US Census 1990
LADAWN,female,0.001,89.441,3707,US Census 1990
KINA,female,0.001,89.442,3708,US Census 1990
KATHELEEN,female,0.001,89.443,3709,US Census 1990
KATHARYN,female,0.001,89.444,3710,US Census 1990
KARISA,female,0.001,89.446,3711,US Census 1990
KALEIGH,female,0.001,89.447,3712,US Census 1990
JUNIE,female,0.001,89.448,3713,US Census 1990
JULIEANN,female,0.001,89.449,3714,US Census 1990
JOHNSIE,female,0.001,89.45,3715,US Census 1990
JANEAN,female,0.001,89.451,3716,US Census 1990
JAIMEE,female,0.001,89.452,3717,US Census 1990
JACKQUELINE,female,0.001,89.453,3718,US Census 1990
HISAKO,female,0.001,89.455,3719,US Census 1990
HERMA,female,0.001,89.456,3720,US Census 1990
HELAINE,female,0.001,89.457,3721,US Census 1990
GWYNETH,female,0.001,89.458,3722,US Census 1990
GLENN,female,0.001,89.459,3723,US Census 1990
GITA,female,0.001,89.46,3724,US Census 1990
EUSTOLIA,female,0.001,89.461,3725,US Census 1990
EMELINA,female,0.001,89.462,3726,US Census 1990
ELIN,female,0.001,89.464,3727,US Census 1990
EDRIS,female,0.001,89.465,3728,US Census 1990
DONNETTE,female,0.001,89.466,3729,US Census 1990
DONNETTA,female,0.001,89.467,3730,US Census 1990
DIERDRE,female,0.001,89.468,3731,US Census 1990
DENAE,female,0.001,89.469,3732,US Census 1990
DARCEL,female,0.001,89.47,3733,US Census 1990
CLAUDE,female,0.001,89.472,3734,US Census 1990
CLARISA,female,0.001,89.473,3735,US Census 1990
CINDERELLA,female,0.001,89.474,3736,US Census 1990
CHIA,female,0.001,89.475,3737,US Census 1990
CHARLESETTA,female,0.001,89.476,3738,US Census 1990
CHARITA,female,0.001,89.477,3739,US Census 1990
CELSA,female,0.001,89.478,3740,US Census 1990
CASSY,female,0.001,89.479,3741,US Census 1990
CASSI,female,0.001,89.481,3742,US Census 1990
CARLEE,female,0.001,89.482,3743,US Census 1990
BRUNA,female,0.001,89.483,3744,US Census 1990
BRITTANEY,female,0.001,89.484,3745,US Census 1990
BRANDE,female,0.001,89.485,3746,US Census 1990
BILLI,female,0.001,89.486,3747,US Census 1990
BAO,female,0.001,89.487,3748,US Census 1990
ANTONETTA,female,0.001,89.488,3749,US Census 1990
ANGLA,female,0.001,89.49,3750,US Census 1990
ANGELYN,female,0.001,89.491,3751,US Census 1990
ANALISA,female,0.001,89.492,3752,US Census 1990
ALANE,female,0.001,89.493,3753,US Census 1990
WENONA,female,0.001,89.494,3754,US Census 1990
WENDIE,female,0.001,89.495,3755,US Census 1990
VERONIQUE,female,0.001,89.496,3756,US Census 1990
VANNESA,female,0.001,89.497,3757,US Census 1990
TOBIE,female,0.001,89.498,3758,US Census 1990
TEMPIE,female,0.001,89.5,3759,US Census 1990
SUMIKO,female,0.001,89.501,3760,US Census 1990
SULEMA,female,0.001,89.502,3761,US Census 1990
SPARKLE,female,0.001,89.503,3762,US Census 1990
SOMER,female,0.001,89.504,3763,US Census 1990
SHEBA,female,0.001,89.505,3764,US Census 1990
SHAYNE,female,0.001,89.506,3765,US Census 1990
SHARICE,female,0.001,89.507,3766,US Census 1990
SHANEL,female,0.001,89.508,3767,US Census 1990
SHALON,female,0.001,89.509,3768,US Census 1990
SAGE,female,0.001,89.511,3769,US Census 1990
ROY,female,0.001,89.512,3770,US Census 1990
ROSIO,female,0.001,89.513,3771,US Census 1990
ROSELIA,female,0.001,89.514,3772,US Census 1990
RENAY,female,0.001,89.515,3773,US Census 1990
REMA,female,0.001,89.516,3774,US Census 1990
REENA,female,0.001,89.517,3775,US Census 1990
PORSCHE,female,0.001,89.518,3776,US Census 1990
PING,female,0.001,89.519,3777,US Census 1990
PEG,female,0.001,89.52,3778,US Census 1990
OZIE,female,0.001,89.522,3779,US Census 1990
ORETHA,female,0.001,89.523,3780,US Census 1990
ORALEE,female,0.001,89.524,3781,US Census 1990
ODA,female,0.001,89.525,3782,US Census 1990
NU,female,0.001,89.526,3783,US Census 1990
NGAN,female,0.001,89.527,3784,US Census 1990
NAKESHA,female,0.001,89.528,3785,US Census 1990
MILLY,female,0.001,89.529,3786,US Census 1990
MARYBELLE,female,0.001,89.53,3787,US Census 1990
MARLIN,female,0.001,89.531,3788,US Census 1990
MARIS,female,0.001,89.533,3789,US Census 1990
MARGRETT,female,0.001,89.534,3790,US Census 1990
MARAGARET,female,0.001,89.535,3791,US Census 1990
MANIE,female,0.001,89.536,3792,US Census 1990
LURLENE,female,0.001,89.537,3793,US Census 1990
LILLIA,female,0.001,89.538,3794,US Census 1990
LIESELOTTE,female,0.001,89.539,3795,US Census 1990
LAVELLE,female,0.001,89.54,3796,US Census 1990
LASHAUNDA,female,0.001,89.541,3797,US Census 1990
LAKEESHA,female,0.001,89.542,3798,US Census 1990
KEITH,female,0.001,89.544,3799,US Census 1990
KAYCEE,female,0.001,89.545,3800,US Census 1990
KALYN,female,0.001,89.546,3801,US Census 1990
JOYA,female,0.001,89.547,3802,US Census 1990
JOETTE,female,0.001,89.548,3803,US Census 1990
JENAE,female,0.001,89.549,3804,US Census 1990
JANIECE,female,0.001,89.55,3805,US Census 1990
ILLA,female,0.001,89.551,3806,US Census 1990
GRISEL,female,0.001,89.552,3807,US Census 1990
GLAYDS,female,0.001,89.553,3808,US Census 1990
GENEVIE,female,0.001,89.555,3809,US Census 1990
GALA,female,0.001,89.556,3810,US Census 1990
FREDDA,female,0.001,89.557,3811,US Census 1990
FRED,female,0.001,89.558,3812,US Census 1990
ELMER,female,0.001,89.559,3813,US Census 1990
ELEONOR,female,0.001,89.56,3814,US Census 1990
DEBERA,female,0.001,89.561,3815,US Census 1990
DEANDREA,female,0.001,89.562,3816,US Census 1990
DAN,female,0.001,89.563,3817,US Census 1990
CORRINNE,female,0.001,89.564,3818,US Census 1990
CORDIA,female,0.001,89.566,3819,US Census 1990
CONTESSA,female,0.001,89.567,3820,US Census 1990
COLENE,female,0.001,89.568,3821,US Census 1990
CLEOTILDE,female,0.001,89.569,3822,US Census 1990
CHARLOTT,female,0.001,89.57,3823,US Census 1990
CHANTAY,female,0.001,89.571,3824,US Census 1990
CECILLE,female,0.001,89.572,3825,US Census 1990
BEATRIS,female,0.001,89.573,3826,US Census 1990
AZALEE,female,0.001,89.574,3827,US Census 1990
ARLEAN,female,0.001,89.575,3828,US Census 1990
ARDATH,female,0.001,89.577,3829,US Census 1990
ANJELICA,female,0.001,89.578,3830,US Census 1990
ANJA,female,0.001,89.579,3831,US Census 1990
ALFREDIA,female,0.001,89.58,3832,US Census 1990
ALEISHA,female,0.001,89.581,3833,US Census 1990
ADAM,female,0.001,89.582,3834,US Census 1990
ZADA,female,0.001,89.583,3835,US Census 1990
YUONNE,female,0.001,89.584,3836,US Census 1990
XIAO,female,0.001,89.585,3837,US Census 1990
WILLODEAN,female,0.001,89.586,3838,US Census 1990
WHITLEY,female,0.001,89.587,3839,US Census 1990
VENNIE,female,0.001,89.588,3840,US Census 1990
VANNA,female,0.001,89.589,3841,US Census 1990
TYISHA,female,0.001,89.591,3842,US Census 1990
TOVA,female,0.001,89.592,3843,US Census 1990
TORIE,female,0.001,89.593,3844,US Census 1990
TONISHA,female,0.001,89.594,3845,US Census 1990
TILDA,female,0.001,89.595,3846,US Census 1990
TIEN,female,0.001,89.596,3847,US Census 1990
TEMPLE,female,0.001,89.597,3848,US Census 1990
SIRENA,female,0.001,89.598,3849,US Census 1990
SHERRIL,female,0.001,89.599,3850,US Census 1990
SHANTI,female,0.001,89.6,3851,US Census 1990
SHAN,female,0.001,89.601,3852,US Census 1990
