birth_date,birth_first_name,birth_last_name,birth_middle_name,birth_name,birth_year,death_date,debut_year,final_year,first_name,full_name,last_name,nickname,nicknames,player_url,source
,John,Sturm,Peter Joseph,John Peter Joseph Sturm,1916,,,,John,Johnny Sturm,Sturm,Johnny,,https://www.baseball-almanac.com/players/player.php?p=sturmjo01,Baseball Almanac
,Luis,Suarez,Abelardo,Luis Abelardo Suarez,1916,,,,Luis,Luis Suarez,Suarez,,,https://www.baseball-almanac.com/players/player.php?p=suarelu01,Baseball Almanac
,Peter,Suder,,Peter Suder,1916,,,,Peter,Pete Suder,Suder,Pecky or Pete,"['Pecky', 'Pete']",https://www.baseball-almanac.com/players/player.php?p=suderpe01,Baseball Almanac
,Paul,Sullivan,Thomas,Paul Thomas Sullivan,1916,,,,Paul,Lefty Sullivan,Sullivan,Lefty,,https://www.baseball-almanac.com/players/player.php?p=sullile01,Baseball Almanac
,James,Tabor,Reubin,James Reubin Tabor,1916,,,,James,Jim Tabor,Tabor,Jim or Rawhide,"['Jim', 'Rawhide']",https://www.baseball-almanac.com/players/player.php?p=taborji01,Baseball Almanac
,Louis,Thuman,Charles Frank,Louis Charles Frank Thuman,1916,,,,Louis,Lou Thuman,Thuman,Lou,,https://www.baseball-almanac.com/players/player.php?p=thumalo01,Baseball Almanac
,Marion,Tobin,Brooks,Marion Brooks Tobin,1916,,,,Marion,Pat Tobin,Tobin,Pat,,https://www.baseball-almanac.com/players/player.php?p=tobinpa01,Baseball Almanac
,Thomas,Turner,Richard,Thomas Richard Turner,1916,,,,Thomas,Tom Turner,Turner,Tom,,https://www.baseball-almanac.com/players/player.php?p=turneto01,Baseball Almanac
,Harry,Walker,William,Harry William Walker,1916,,,,Harry,Harry Walker,Walker,Harry The Hat,,https://www.baseball-almanac.com/players/player.php?p=walkeha01,Baseball Almanac
,Max,West,Edward,Max Edward West,1916,,,,Max,Max West,West,,,https://www.baseball-almanac.com/players/player.php?p=westma02,Baseball Almanac
,Ernest,White,Daniel,Ernest Daniel White,1916,,,,Ernest,Ernie White,White,Ernie or Cabbage Head,"['Ernie', 'Cabbage Head']",https://www.baseball-almanac.com/players/player.php?p=whiteer01,Baseball Almanac
,Albert,White,Eugene,Albert Eugene White,1916,,,,Albert,Fuzz White,White,Fuzz,,https://www.baseball-almanac.com/players/player.php?p=whitefu01,Baseball Almanac
,Dewey,Williams,Edgar,Dewey Edgar Williams,1916,,,,Dewey,Dewey Williams,Williams,Dee,,https://www.baseball-almanac.com/players/player.php?p=willide02,Baseball Almanac
,Max,Wilson,,Max Wilson,1916,,,,Max,Max Wilson,Wilson,,,https://www.baseball-almanac.com/players/player.php?p=wilsoma01,Baseball Almanac
,Joe,Jr.,"Frank Wood,","Joe Frank Wood, Jr.",1916,,,,Joe,Joe Wood,Jr.,Joe,,https://www.baseball-almanac.com/players/player.php?p=woodjo04,Baseball Almanac
,Adrián,Zabala,,Adrián Zabala,1916,,,,Adrián,Adrian Zabala,Zabala,Adrian,,https://www.baseball-almanac.com/players/player.php?p=zabalad01,Baseball Almanac
,Roy,Zimmerman,Franklin,Roy Franklin Zimmerman,1916,,,,Roy,Roy Zimmerman,Zimmerman,,,https://www.baseball-almanac.com/players/player.php?p=zimmero01,Baseball Almanac
,Charles,Aleno,,Charles Aleno,1917,,,,Charles,Chuck Aleno,Aleno,Chuck,,https://www.baseball-almanac.com/players/player.php?p=alenoch01,Baseball Almanac
,Hugh,Alexander,,Hugh Alexander,1917,,,,Hugh,Hugh Alexander,Alexander,,,https://www.baseball-almanac.com/players/player.php?p=alexahu01,Baseball Almanac
,Stanley,Andrews,Joseph,Stanley Joseph Andrews,1917,,,,Stanley,Stan Andrews,Andrews,Polo or Stan,"['Polo', 'Stan']",https://www.baseball-almanac.com/players/player.php?p=andrest01,Baseball Almanac
,George,Barnicle,Bernard,George Bernard Barnicle,1917,,,,George,George Barnicle,Barnicle,Barney,,https://www.baseball-almanac.com/players/player.php?p=barnige01,Baseball Almanac
,David,Bartosch,Robert,David Robert Bartosch,1917,,,,David,Dave Bartosch,Bartosch,Dave,,https://www.baseball-almanac.com/players/player.php?p=bartoda01,Baseball Almanac
,Giovanni,Barardino,,Giovanni Barardino,1917,,,,Giovanni,Johnny Berardino,Barardino,Bernie or Johnny,"['Bernie', 'Johnny']",https://www.baseball-almanac.com/players/player.php?p=berarjo01,Baseball Almanac
,August,Bergamo,Samuel,August Samuel Bergamo,1917,,,,August,Augie Bergamo,Bergamo,Augie,,https://www.baseball-almanac.com/players/player.php?p=bergaau01,Baseball Almanac
,Stefan,Biras,Alexander,Stefan Alexander Biras,1917,,,,Stefan,Steve Biras,Biras,Steve,,https://www.baseball-almanac.com/players/player.php?p=birasst01,Baseball Almanac
,James,Bloodworth,Henry,James Henry Bloodworth,1917,,,,James,Jimmy Bloodworth,Bloodworth,Jimmy,,https://www.baseball-almanac.com/players/player.php?p=bloodji01,Baseball Almanac
,John,Bolling,Edward,John Edward Bolling,1917,,,,John,Jack Bolling,Bolling,Jack,,https://www.baseball-almanac.com/players/player.php?p=bollija01,Baseball Almanac
,Louis,Boudreau,,Louis Boudreau,1917,,,,Louis,Lou Boudreau,Boudreau,Lou,,https://www.baseball-almanac.com/players/player.php?p=boudrlo01,Baseball Almanac
,Charles,Bowles,James,Charles James Bowles,1917,,,,Charles,Charlie Bowles,Bowles,Charlie,,https://www.baseball-almanac.com/players/player.php?p=bowlech01,Baseball Almanac
,Robert,Bragan,Randall,Robert Randall Bragan,1917,,,,Robert,Bobby Bragan,Bragan,Bobby or Nig,"['Bobby', 'Nig']",https://www.baseball-almanac.com/players/player.php?p=bragabo01,Baseball Almanac
,Walter,Bruner,Roy,Walter Roy Bruner,1917,,,,Walter,Roy Bruner,Bruner,Roy,,https://www.baseball-almanac.com/players/player.php?p=brunero01,Baseball Almanac
,William,Burich,Max,William Max Burich,1917,,,,William,Bill Burich,Burich,Bill,,https://www.baseball-almanac.com/players/player.php?p=buricbi01,Baseball Almanac
,Elmer,Burkart,Robert,Elmer Robert Burkart,1917,,,,Elmer,Elmer Burkart,Burkart,Swede,,https://www.baseball-almanac.com/players/player.php?p=burkael01,Baseball Almanac
,Edgar,Busch,John,Edgar John Busch,1917,,,,Edgar,Ed Busch,Busch,Ed,,https://www.baseball-almanac.com/players/player.php?p=busched01,Baseball Almanac
,Paul,Calvert,Leo Emile,Paul Leo Emile Calvert,1917,,,,Paul,Paul Calvert,Calvert,,,https://www.baseball-almanac.com/players/player.php?p=calvepa01,Baseball Almanac
,Paul,Campbell,McLaughlin,Paul McLaughlin Campbell,1917,,,,Paul,Paul Campbell,Campbell,,,https://www.baseball-almanac.com/players/player.php?p=campbpa01,Baseball Almanac
,Mario,Candini,Cain,Mario Cain Candini,1917,,,,Mario,Milo Candini,Candini,Milo,,https://www.baseball-almanac.com/players/player.php?p=candimi01,Baseball Almanac
,Robert,Carpenter,Louis,Robert Louis Carpenter,1917,,,,Robert,Bob Carpenter,Carpenter,Bob,,https://www.baseball-almanac.com/players/player.php?p=carpebo01,Baseball Almanac
,Vincent,Castino,Charles,Vincent Charles Castino,1917,,,,Vincent,Vince Castino,Castino,Vince,,https://www.baseball-almanac.com/players/player.php?p=castivi01,Baseball Almanac
,John,Caulfield,Joseph,John Joseph Caulfield,1917,,,,John,Jake Caulfield,Caulfield,Jake,,https://www.baseball-almanac.com/players/player.php?p=caulfja01,Baseball Almanac
,Edward,Chandler,Oliver,Edward Oliver Chandler,1917,,,,Edward,Ed Chandler,Chandler,Ed,,https://www.baseball-almanac.com/players/player.php?p=chanded01,Baseball Almanac
,Mitchell,Chetkovich,,Mitchell Chetkovich,1917,,,,Mitchell,Mitch Chetkovich,Chetkovich,Mitch,,https://www.baseball-almanac.com/players/player.php?p=chetkmi01,Baseball Almanac
,Russell,Christopher,Ormand,Russell Ormand Christopher,1917,,,,Russell,Russ Christopher,Christopher,Daddy or Russ,"['Daddy', 'Russ']",https://www.baseball-almanac.com/players/player.php?p=chrisru01,Baseball Almanac
,Chester,Clemens,Spurgeon,Chester Spurgeon Clemens,1917,,,,Chester,Chet Clemens,Clemens,Chet,,https://www.baseball-almanac.com/players/player.php?p=clemech01,Baseball Almanac
,Orge,Cooper,Patterson,Orge Patterson Cooper,1917,,,,Orge,Pat Cooper,Cooper,Pat,,https://www.baseball-almanac.com/players/player.php?p=coopepa01,Baseball Almanac
,Walker,Cress,James,Walker James Cress,1917,,,,Walker,Walker Cress,Cress,Foots,,https://www.baseball-almanac.com/players/player.php?p=cresswa01,Baseball Almanac
,Jesus,Cuellar,Patracis,Jesus Patracis Cuellar,1917,,,,Jesus,Charlie Cuellar,Cuellar,Charlie,,https://www.baseball-almanac.com/players/player.php?p=cuellch01,Baseball Almanac
,John,Dagenhard,Douglas,John Douglas Dagenhard,1917,,,,John,John Dagenhard,Dagenhard,Dagy,,https://www.baseball-almanac.com/players/player.php?p=dagenjo01,Baseball Almanac
,Francis,Dasso,Joseph Nicholas,Francis Joseph Nicholas Dasso,1917,,,,Francis,Frank Dasso,Dasso,Frank,,https://www.baseball-almanac.com/players/player.php?p=dassofr01,Baseball Almanac
,Dominic,DiMaggio,Paul,Dominic Paul DiMaggio,1917,,,,Dominic,Dom DiMaggio,DiMaggio,Dom or The Little Professor,"['Dom', 'The Little Professor']",https://www.baseball-almanac.com/players/player.php?p=dimagdo01,Baseball Almanac
,Andrew,Dobernic,Joseph,Andrew Joseph Dobernic,1917,,,,Andrew,Jess Dobernic,Dobernic,Jess,,https://www.baseball-almanac.com/players/player.php?p=doberje01,Baseball Almanac
,Joseph,Dobson,Gordon,Joseph Gordon Dobson,1917,,,,Joseph,Joe Dobson,Dobson,Burrhead or Joe,"['Burrhead', 'Joe']",https://www.baseball-almanac.com/players/player.php?p=dobsojo01,Baseball Almanac
,George,Dockins,Woodrow,George Woodrow Dockins,1917,,,,George,George Dockins,Dockins,Lefty,,https://www.baseball-almanac.com/players/player.php?p=dockige01,Baseball Almanac
,John,Douglas,Franklin,John Franklin Douglas,1917,,,,John,John Douglas,Douglas,,,https://www.baseball-almanac.com/players/player.php?p=dougljo01,Baseball Almanac
,Howard,Doyle,James,Howard James Doyle,1917,,,,Howard,Danny Doyle,Doyle,Danny,,https://www.baseball-almanac.com/players/player.php?p=doyleda01,Baseball Almanac
,Thomas,Earley,Francis Aloysius,Thomas Francis Aloysius Earley,1917,,,,Thomas,Tom Earley,Earley,Tom,,https://www.baseball-almanac.com/players/player.php?p=earleto01,Baseball Almanac
,John,Echols,Gresham,John Gresham Echols,1917,,,,John,Johnny Echols,Echols,Johnny,,https://www.baseball-almanac.com/players/player.php?p=echoljo01,Baseball Almanac
,Charles,Embree,Willard,Charles Willard Embree,1917,,,,Charles,Red Embree,Embree,Red,,https://www.baseball-almanac.com/players/player.php?p=embrere01,Baseball Almanac
,Edward,Feinberg,Isadore,Edward Isadore Feinberg,1917,,,,Edward,Eddie Feinberg,Feinberg,Eddie or Itzzy,"['Eddie', 'Itzzy']",https://www.baseball-almanac.com/players/player.php?p=feinbed01,Baseball Almanac
,Leslie,Floyd,Roe,Leslie Roe Floyd,1917,,,,Leslie,Bubba Floyd,Floyd,Bubba,,https://www.baseball-almanac.com/players/player.php?p=floydbu01,Baseball Almanac
,Robert,Frierson,Lawrence,Robert Lawrence Frierson,1917,,,,Robert,Buck Frierson,Frierson,Buck,,https://www.baseball-almanac.com/players/player.php?p=frierbu01,Baseball Almanac
,Eugene,Geary,Francis Joseph,Eugene Francis Joseph Geary,1917,,,,Eugene,Huck Geary,Geary,Huck,,https://www.baseball-almanac.com/players/player.php?p=gearyhu01,Baseball Almanac
,Elmer,Gedeon,John,Elmer John Gedeon,1917,,,,Elmer,Elmer Gedeon,Gedeon,Ged - Old Ged,,https://www.baseball-almanac.com/players/player.php?p=gedeoel01,Baseball Almanac
,Albert,Gerheauser,,Albert Gerheauser,1917,,,,Albert,Al Gerheauser,Gerheauser,Al or Lefty,"['Al', 'Lefty']",https://www.baseball-almanac.com/players/player.php?p=gerheal01,Baseball Almanac
,John,Gerlach,Glenn,John Glenn Gerlach,1917,,,,John,Johnny Gerlach,Gerlach,Johnny,,https://www.baseball-almanac.com/players/player.php?p=gerlajo01,Baseball Almanac
,Allen,Gettel,Jones,Allen Jones Gettel,1917,,,,Allen,Al Gettel,Gettel,Al,,https://www.baseball-almanac.com/players/player.php?p=getteal01,Baseball Almanac
,Leonard,Gilmore,Preston,Leonard Preston Gilmore,1917,,,,Leonard,Len Gilmore,Gilmore,Len or Meow,"['Len', 'Meow']",https://www.baseball-almanac.com/players/player.php?p=gilmole01,Baseball Almanac
,Sidney,Gordon,,Sidney Gordon,1917,,,,Sidney,Sid Gordon,Gordon,Sid,,https://www.baseball-almanac.com/players/player.php?p=gordosi01,Baseball Almanac
,John,Grodzicki,,John Grodzicki,1917,,,,John,Johnny Grodzicki,Grodzicki,Grod or Johnny,"['Grod', 'Johnny']",https://www.baseball-almanac.com/players/player.php?p=grodzjo01,Baseball Almanac
,Loy,Hanning,Vernon,Loy Vernon Hanning,1917,,,,Loy,Loy Hanning,Hanning,,,https://www.baseball-almanac.com/players/player.php?p=hannilo01,Baseball Almanac
,Maurice,Harris,Charles,Maurice Charles Harris,1917,,,,Maurice,Mickey Harris,Harris,Mickey,,https://www.baseball-almanac.com/players/player.php?p=harrimi01,Baseball Almanac
,Joseph,Haynes,Walton,Joseph Walton Haynes,1917,,,,Joseph,Joe Haynes,Haynes,Joe,,https://www.baseball-almanac.com/players/player.php?p=haynejo01,Baseball Almanac
,Earl,Henry,Clifford,Earl Clifford Henry,1917,,,,Earl,Earl Henry,Henry,Hook,,https://www.baseball-almanac.com/players/player.php?p=henryea01,Baseball Almanac
,Edward,Hodges,Burton,Edward Burton Hodges,1917,,,,Edward,Bert Hodges,Hodges,Bert,,https://www.baseball-almanac.com/players/player.php?p=hodgebe01,Baseball Almanac
,Aloysius,Hodkey,Joseph,Aloysius Joseph Hodkey,1917,,,,Aloysius,Eli Hodkey,Hodkey,Eli,,https://www.baseball-almanac.com/players/player.php?p=hodkeel01,Baseball Almanac
,Frank,Hoerst,Joseph,Frank Joseph Hoerst,1917,,,,Frank,Lefty Hoerst,Hoerst,Lefty,,https://www.baseball-almanac.com/players/player.php?p=hoersle01,Baseball Almanac
,Raymond,Hoffman,Lamont,Raymond Lamont Hoffman,1917,,,,Raymond,Ray Hoffman,Hoffman,Ray,,https://www.baseball-almanac.com/players/player.php?p=hoffmra01,Baseball Almanac
,Thomas,Holmes,Francis,Thomas Francis Holmes,1917,,,,Thomas,Tommy Holmes,Holmes,Kelly or Tommy,"['Kelly', 'Tommy']",https://www.baseball-almanac.com/players/player.php?p=holmeto01,Baseball Almanac
,Frank,Jelincich,Anthony,Frank Anthony Jelincich,1917,,,,Frank,Frank Jelincich,Jelincich,Jelly,,https://www.baseball-almanac.com/players/player.php?p=jelinfr01,Baseball Almanac
,Chester,Johnson,Lillis,Chester Lillis Johnson,1917,,,,Chester,Chet Johnson,Johnson,Chesty Chet or Chet,"['Chesty Chet', 'Chet']",https://www.baseball-almanac.com/players/player.php?p=johnsch03,Baseball Almanac
,Adam,Jr.,"Rankin Johnson,","Adam Rankin Johnson, Jr.",1917,,,,Adam,Rankin Johnson,Jr.,Rankin,,https://www.baseball-almanac.com/players/player.php?p=johnsra02,Baseball Almanac
,Walter,Judnich,Franklin,Walter Franklin Judnich,1917,,,,Walter,Wally Judnich,Judnich,The Silent Slovene or Walt or Wally,"['The Silent Slovene', 'Walt', 'Wally']",https://www.baseball-almanac.com/players/player.php?p=judniwa01,Baseball Almanac
,George,Jumonville,Benedict,George Benedict Jumonville,1917,,,,George,George Jumonville,Jumonville,,,https://www.baseball-almanac.com/players/player.php?p=jumonge01,Baseball Almanac
,Frank,Kalin,Bruno,Frank Bruno Kalin,1917,,,,Frank,Frank Kalin,Kalin,Fats,,https://www.baseball-almanac.com/players/player.php?p=kalinfr01,Baseball Almanac
,Herbert,Karpel,,Herbert Karpel,1917,,,,Herbert,Herb Karpel,Karpel,Herb or Lefty,"['Herb', 'Lefty']",https://www.baseball-almanac.com/players/player.php?p=karpehe01,Baseball Almanac
,Clyde,Kluttz,Franklin,Clyde Franklin Kluttz,1917,,,,Clyde,Clyde Kluttz,Kluttz,,,https://www.baseball-almanac.com/players/player.php?p=kluttcl01,Baseball Almanac
,Casimir,Konstanty,James,Casimir James Konstanty,1917,,,,Casimir,Jim Konstanty,Konstanty,Jim,,https://www.baseball-almanac.com/players/player.php?p=konstji01,Baseball Almanac
,Michael,Kosman,Thomas,Michael Thomas Kosman,1917,,,,Michael,Mike Kosman,Kosman,Mike,,https://www.baseball-almanac.com/players/player.php?p=kosmami01,Baseball Almanac
,Biron,LaForest,Joseph,Biron Joseph LaForest,1917,,,,Biron,Ty LaForest,LaForest,Ty,,https://www.baseball-almanac.com/players/player.php?p=laforty01,Baseball Almanac
,Clayton,Lambert,Patrick,Clayton Patrick Lambert,1917,,,,Clayton,Clayton Lambert,Lambert,,,https://www.baseball-almanac.com/players/player.php?p=lambecl01,Baseball Almanac
,Roy,Lee,Edwin,Roy Edwin Lee,1917,,,,Roy,Roy Lee,Lee,,,https://www.baseball-almanac.com/players/player.php?p=leero01,Baseball Almanac
,Harry,Lowrey,Lee,Harry Lee Lowrey,1917,,,,Harry,Peanuts Lowrey,Lowrey,P-nuts - Peanuts,,https://www.baseball-almanac.com/players/player.php?p=lowrepe01,Baseball Almanac
,Ulysses,Jr.,"John Lupien,","Ulysses John Lupien, Jr.",1917,,,,Ulysses,Tony Lupien,Jr.,Lupe or Tony,"['Lupe', 'Tony']",https://www.baseball-almanac.com/players/player.php?p=lupieto01,Baseball Almanac
,Felix,Mackiewicz,Thaddeus,Felix Thaddeus Mackiewicz,1917,,,,Felix,Felix Mackiewicz,Mackiewicz,,,https://www.baseball-almanac.com/players/player.php?p=mackife01,Baseball Almanac
,Salvatore,Maglie,Anthony,Salvatore Anthony Maglie,1917,,,,Salvatore,Sal Maglie,Maglie,Sal or The Barber,"['Sal', 'The Barber']",https://www.baseball-almanac.com/players/player.php?p=maglisa01,Baseball Almanac
,Harold,Manders,Carl,Harold Carl Manders,1917,,,,Harold,Hal Manders,Manders,Hal,,https://www.baseball-almanac.com/players/player.php?p=mandeha01,Baseball Almanac
,Myron,McCormick,Winthrop,Myron Winthrop McCormick,1917,,,,Myron,Mike McCormick,McCormick,Mike,,https://www.baseball-almanac.com/players/player.php?p=mccormi02,Baseball Almanac
,William,McCosky,Barney,William Barney McCosky,1917,,,,William,Barney McCosky,McCosky,Barney,,https://www.baseball-almanac.com/players/player.php?p=mccosba01,Baseball Almanac
,Clyde,McCullough,Edward,Clyde Edward McCullough,1917,,,,Clyde,Clyde McCullough,McCullough,,,https://www.baseball-almanac.com/players/player.php?p=mcculcl01,Baseball Almanac
,Pinson,McCullough,Lamar,Pinson Lamar McCullough,1917,,,,Pinson,Phil McCullough,McCullough,Phil,,https://www.baseball-almanac.com/players/player.php?p=mcculph01,Baseball Almanac
,John,McGillen,Joseph,John Joseph McGillen,1917,,,,John,John McGillen,McGillen,,,https://www.baseball-almanac.com/players/player.php?p=mcgiljo01,Baseball Almanac
,Carl,McNabb,Mack,Carl Mack McNabb,1917,,,,Carl,Carl McNabb,McNabb,Skinny,,https://www.baseball-almanac.com/players/player.php?p=mcnabca01,Baseball Almanac
,Reuben,Melton,Franklin,Reuben Franklin Melton,1917,,,,Reuben,Rube Melton,Melton,Rube,,https://www.baseball-almanac.com/players/player.php?p=meltoru01,Baseball Almanac
,Leonard,Merullo,Richard,Leonard Richard Merullo,1917,,,,Leonard,Lennie Merullo,Merullo,Len or Lennie,"['Len', 'Lennie']",https://www.baseball-almanac.com/players/player.php?p=merulle01,Baseball Almanac
,Alex,Monchak,,Alex Monchak,1917,,,,Alex,Alex Monchak,Monchak,Al,,https://www.baseball-almanac.com/players/player.php?p=monchal01,Baseball Almanac
,Anselm,Moore,Winn,Anselm Winn Moore,1917,,,,Anselm,Anse Moore,Moore,Anse,,https://www.baseball-almanac.com/players/player.php?p=moorean01,Baseball Almanac
,Glen,Moulder,Hubert,Glen Hubert Moulder,1917,,,,Glen,Glen Moulder,Moulder,,,https://www.baseball-almanac.com/players/player.php?p=mouldgl01,Baseball Almanac
,Ford,Mullen,Parker,Ford Parker Mullen,1917,,,,Ford,Moon Mullen,Mullen,Moon,,https://www.baseball-almanac.com/players/player.php?p=mullemo01,Baseball Almanac
,Patrick,Mullin,Joseph,Patrick Joseph Mullin,1917,,,,Patrick,Pat Mullin,Mullin,Pat,,https://www.baseball-almanac.com/players/player.php?p=mullipa01,Baseball Almanac
,Raymond,Murray,Lee,Raymond Lee Murray,1917,,,,Raymond,Ray Murray,Murray,Deacon or Ray,"['Deacon', 'Ray']",https://www.baseball-almanac.com/players/player.php?p=murrara01,Baseball Almanac
,Daniel,Murtaugh,Edward,Daniel Edward Murtaugh,1917,,,,Daniel,Danny Murtaugh,Murtaugh,"Danny, The Whistling Irishman",,https://www.baseball-almanac.com/players/player.php?p=murtada01,Baseball Almanac
,Michael,Naymick,John,Michael John Naymick,1917,,,,Michael,Mike Naymick,Naymick,Mike,,https://www.baseball-almanac.com/players/player.php?p=naymimi01,Baseball Almanac
,Robert,Neighbors,Otis,Robert Otis Neighbors,1917,,,,Robert,Bob Neighbors,Neighbors,Bob,,https://www.baseball-almanac.com/players/player.php?p=neighbo01,Baseball Almanac
,Tom,Nelson,Cousineau,Tom Cousineau Nelson,1917,,,,Tom,Tommy Nelson,Nelson,Tommy,,https://www.baseball-almanac.com/players/player.php?p=nelsoto01,Baseball Almanac
,Harry,O'Neill,Mink,Harry Mink O'Neill,1917,,,,Harry,Harry O'Neill,O'Neill,,,https://www.baseball-almanac.com/players/player.php?p=oneiha02,Baseball Almanac
,Forrest,Orrell,Gordon,Forrest Gordon Orrell,1917,,,,Forrest,Joe Orrell,Orrell,Joe,,https://www.baseball-almanac.com/players/player.php?p=orreljo01,Baseball Almanac
